"dwel";"y";"h";"lco2";"n"
"17064";0;0;6.02138591938044;6.45608260642113;1
"17065";0;0;6.02138591938044;6.45608260642113;1
"17066";0;0;6.02138591938044;6.45608260642113;1
"17067";0;0;0;6.35708374666895;1
"17068";0;0;0;6.35708374666895;1
"17069";0;0;0;6.35708374666895;1
"17070";0;0;0;6.30250450032838;1
"17071";0;0;0;6.30250450032838;1
"17072";0;0;0;6.24719628801534;1
"17073";0;0;0.261799387799149;6.24719628801534;1
"17074";0;0;0.261799387799149;6.24719628801534;1
"17075";0;0;0.261799387799149;6.40677684543697;1
"17076";0;0;0.261799387799149;6.45608260642113;1
"17077";0;0;0.261799387799149;6.58918435349661;1
"17078";0;0;0.261799387799149;6.74192203969298;1
"17079";0;0;0.523598775598299;6.84388320238773;1
"17080";0;0;0.523598775598299;6.90587851896928;1
"17081";0;0;0.523598775598299;6.87439237531302;1
"17082";0;0;0.523598775598299;6.84388320238773;1
"17083";0;0;0.523598775598299;6.81034915421895;1
"17084";0;0;0.523598775598299;6.93609975199128;1
"17085";0;0;0.785398163397448;6.93457976385854;1
"17086";0;0;0.785398163397448;6.99134936534626;1
"17087";0;0;0.785398163397448;7.02080490749927;1
"17088";0;0;0.785398163397448;7.0973420467675;1
"17089";0;0;0.785398163397448;7.12261461070865;1
"17090";0;0;0.785398163397448;7.16987912993723;1
"17091";0;0;1.0471975511966;7.16987912993723;1
"17092";0;0;1.0471975511966;7.25797191285982;1
"17093";0;0;1.0471975511966;7.21478031427705;1
"17094";0;0;1.0471975511966;7.23615934095384;1
"17095";0;0;1.0471975511966;7.25907214401933;1
"17096";0;0;1.0471975511966;7.25797191285982;1
"17097";0;0;1.30899693899575;7.25907214401933;1
"17098";0;0;1.30899693899575;7.27953432943549;1
"17099";0;0;1.30899693899575;7.27953432943549;1
"17100";0;0;1.30899693899575;7.27953432943549;1
"17101";0;0;1.30899693899575;7.3200718620394;1
"17102";0;0;1.30899693899575;7.34014627641845;1
"17103";0;0;1.5707963267949;7.3200718620394;1
"17104";0;0;1.5707963267949;7.34014627641845;1
"17105";0;0;1.5707963267949;7.3600244532881;1
"17106";0;0;1.5707963267949;7.37834467413352;1
"17107";0;0;1.5707963267949;7.39748493945339;1
"17108";0;0;1.5707963267949;7.34014627641845;1
"17109";0;0;1.83259571459405;7.39748493945339;1
"17110";0;0;1.83259571459405;7.41607777253001;1
"17111";0;0;1.83259571459405;7.41607777253001;1
"17112";0;0;1.83259571459405;7.41607777253001;1
"17113";0;0;1.83259571459405;7.43359266036857;1
"17114";0;0;1.83259571459405;7.43359266036857;1
"17115";0;0;2.0943951023932;7.32110588136429;1
"17116";0;0;2.0943951023932;7.21478031427705;1
"17117";0;0;2.0943951023932;7.16987912993723;1
"17118";0;0;2.0943951023932;7.19316915602247;1
"17119";0;0;2.0943951023932;7.23728382100036;1
"17120";0;0;2.0943951023932;7.29937498026825;1
"17121";0;1;2.35619449019234;6.84388320238773;1
"17146";0;0;3.40339204138894;6.12372560194502;1
"17147";0;0;3.40339204138894;6.45608260642113;1
"17148";0;0;3.40339204138894;6.50119582229294;1
"17149";0;0;3.40339204138894;6.45608260642113;1
"17150";0;0;3.40339204138894;6.45608260642113;1
"17151";0;0;3.66519142918809;6.45608260642113;1
"17152";0;0;3.66519142918809;6.45608260642113;1
"17153";0;0;3.66519142918809;6.45608260642113;1
"17154";0;0;3.66519142918809;6.5035393902744;1
"17155";0;0;3.66519142918809;6.45608260642113;1
"17156";0;0;3.66519142918809;6.45608260642113;1
"17157";0;0;3.92699081698724;6.45608260642113;1
"17158";0;0;3.92699081698724;6.45608260642113;1
"17159";0;0;3.92699081698724;6.45608260642113;1
"17160";0;0;3.92699081698724;6.45608260642113;1
"17161";0;0;3.92699081698724;6.45608260642113;1
"17162";0;0;3.92699081698724;6.45608260642113;1
"17163";0;0;4.18879020478639;6.45608260642113;1
"17164";0;0;4.18879020478639;6.45608260642113;1
"17165";0;0;4.18879020478639;6.45608260642113;1
"17166";0;0;4.18879020478639;6.45608260642113;1
"17167";0;0;4.18879020478639;6.45608260642113;1
"17168";0;0;4.18879020478639;6.40677684543697;1
"17169";0;0;4.45058959258554;6.40677684543697;1
"17170";0;0;4.45058959258554;6.40677684543697;1
