"room";"start";"end";"weekday";"hour";"presence";"time";"censor"
"19934";"6205";2015-07-29 14:42:11;2015-07-29 15:12:11;"Wednesday";14.7;0;0.5;0
"19936";"6205";2015-07-29 16:27:11;2015-07-29 16:42:11;"Wednesday";16.45;0;0.25;0
"19938";"6205";2015-07-29 17:42:11;2015-07-29 20:57:11;"Wednesday";17.7;0;3.25;1
"19939";"6205";2015-07-30 05:12:11;2015-07-30 20:57:11;"Thursday";5.2;0;15.75;1
"19940";"6205";2015-07-31 05:12:11;2015-07-31 08:12:11;"Friday";5.2;0;3;0
"19942";"6205";2015-07-31 09:27:11;2015-07-31 11:12:11;"Friday";9.45;0;1.75;0
"19944";"6205";2015-07-31 13:42:11;2015-07-31 15:12:11;"Friday";13.7;0;1.5;0
"19946";"6205";2015-07-31 16:42:11;2015-07-31 16:57:11;"Friday";16.7;0;0.25;0
"19948";"6205";2015-07-31 18:57:11;2015-07-31 20:57:11;"Friday";18.95;0;2;1
"19951";"6205";2015-08-03 05:12:11;2015-08-03 20:57:11;"Monday";5.2;0;15.75;1
"19952";"6205";2015-08-04 05:12:11;2015-08-04 07:57:11;"Tuesday";5.2;0;2.75;0
"19954";"6205";2015-08-04 08:27:11;2015-08-04 20:57:11;"Tuesday";8.45;0;12.5;1
"19955";"6205";2015-08-05 05:12:11;2015-08-05 20:57:11;"Wednesday";5.2;0;15.75;1
"19956";"6205";2015-08-06 05:12:11;2015-08-06 20:57:11;"Thursday";5.2;0;15.75;1
"19957";"6205";2015-08-07 05:12:11;2015-08-07 20:57:11;"Friday";5.2;0;15.75;1
"19960";"6205";2015-08-10 05:12:11;2015-08-10 09:12:11;"Monday";5.2;0;4;0
"19962";"6205";2015-08-10 09:42:11;2015-08-10 10:42:11;"Monday";9.7;0;1;0
"19964";"6205";2015-08-10 15:42:11;2015-08-10 20:57:11;"Monday";15.7;0;5.25;1
"19965";"6205";2015-08-11 05:12:11;2015-08-11 07:42:11;"Tuesday";5.2;0;2.5;0
"19967";"6205";2015-08-11 08:12:11;2015-08-11 11:42:11;"Tuesday";8.2;0;3.5;0
"19969";"6205";2015-08-11 13:57:11;2015-08-11 14:57:11;"Tuesday";13.95;0;1;0
"19971";"6205";2015-08-11 16:42:11;2015-08-11 20:57:11;"Tuesday";16.7;0;4.25;1
"19972";"6205";2015-08-12 05:12:11;2015-08-12 09:27:11;"Wednesday";5.2;0;4.25;0
"19974";"6205";2015-08-12 11:27:11;2015-08-12 12:42:11;"Wednesday";11.45;0;1.25;0
"19976";"6205";2015-08-12 15:12:11;2015-08-12 20:57:11;"Wednesday";15.2;0;5.75;1
"19977";"6205";2015-08-13 05:12:11;2015-08-13 12:42:11;"Thursday";5.2;0;7.5;0
"19979";"6205";2015-08-13 15:12:11;2015-08-13 20:57:11;"Thursday";15.2;0;5.75;1
"19980";"6205";2015-08-14 05:12:11;2015-08-14 20:57:11;"Friday";5.2;0;15.75;1
"19983";"6205";2015-08-17 05:12:11;2015-08-17 11:12:11;"Monday";5.2;0;6;0
"19985";"6205";2015-08-17 12:42:11;2015-08-17 12:57:11;"Monday";12.7;0;0.25;0
"19987";"6205";2015-08-17 13:42:11;2015-08-17 15:12:11;"Monday";13.7;0;1.5;0
"19989";"6205";2015-08-17 17:12:11;2015-08-17 17:27:11;"Monday";17.2;0;0.25;0
"19991";"6205";2015-08-17 18:12:11;2015-08-17 20:57:11;"Monday";18.2;0;2.75;1
"19992";"6205";2015-08-18 05:12:11;2015-08-18 07:57:11;"Tuesday";5.2;0;2.75;0
"19994";"6205";2015-08-18 08:27:11;2015-08-18 20:57:11;"Tuesday";8.45;0;12.5;1
"19995";"6205";2015-08-19 05:12:11;2015-08-19 20:57:11;"Wednesday";5.2;0;15.75;1
"19996";"6205";2015-08-20 05:12:11;2015-08-20 09:12:11;"Thursday";5.2;0;4;0
"19998";"6205";2015-08-20 12:42:11;2015-08-20 12:57:11;"Thursday";12.7;0;0.25;0
"20000";"6205";2015-08-20 13:27:11;2015-08-20 13:42:11;"Thursday";13.45;0;0.25;0
"20002";"6205";2015-08-20 14:42:11;2015-08-20 20:57:11;"Thursday";14.7;0;6.25;1
"20003";"6205";2015-08-21 05:12:11;2015-08-21 09:12:11;"Friday";5.2;0;4;0
"20005";"6205";2015-08-21 11:57:11;2015-08-21 13:27:11;"Friday";11.95;0;1.5;0
"20007";"6205";2015-08-21 15:42:11;2015-08-21 20:57:11;"Friday";15.7;0;5.25;1
"20010";"6205";2015-08-24 05:12:11;2015-08-24 12:57:11;"Monday";5.2;0;7.75;0
"20012";"6205";2015-08-24 13:57:11;2015-08-24 14:42:11;"Monday";13.95;0;0.75;0
"20014";"6205";2015-08-24 16:27:11;2015-08-24 16:57:11;"Monday";16.45;0;0.5;0
"20016";"6205";2015-08-24 17:57:11;2015-08-24 18:12:11;"Monday";17.95;0;0.25;0
"20018";"6205";2015-08-24 19:27:11;2015-08-24 20:57:11;"Monday";19.45;0;1.5;1
"20019";"6205";2015-08-25 05:12:11;2015-08-25 07:27:11;"Tuesday";5.2;0;2.25;0
"20021";"6205";2015-08-25 07:57:11;2015-08-25 08:27:11;"Tuesday";7.95;0;0.5;0
"20023";"6205";2015-08-25 10:42:11;2015-08-25 10:57:11;"Tuesday";10.7;0;0.25;0
"20025";"6205";2015-08-25 11:27:11;2015-08-25 13:42:11;"Tuesday";11.45;0;2.25;0
"20027";"6205";2015-08-25 14:27:11;2015-08-25 14:42:11;"Tuesday";14.45;0;0.25;0
"20029";"6205";2015-08-25 16:12:11;2015-08-25 16:42:11;"Tuesday";16.2;0;0.5;0
"20031";"6205";2015-08-25 17:27:11;2015-08-25 17:42:11;"Tuesday";17.45;0;0.25;0
"20033";"6205";2015-08-25 19:42:11;2015-08-25 20:57:11;"Tuesday";19.7;0;1.25;1
"20034";"6205";2015-08-26 05:12:11;2015-08-26 20:57:11;"Wednesday";5.2;0;15.75;1
"20035";"6205";2015-08-27 05:12:11;2015-08-27 20:57:11;"Thursday";5.2;0;15.75;1
"20036";"6205";2015-08-28 05:12:11;2015-08-28 20:57:11;"Friday";5.2;0;15.75;1
"20039";"6205";2015-08-31 05:12:11;2015-08-31 09:27:11;"Monday";5.2;0;4.25;0
"20041";"6205";2015-08-31 12:42:11;2015-08-31 13:57:11;"Monday";12.7;0;1.25;0
"20043";"6205";2015-08-31 15:42:11;2015-08-31 17:12:11;"Monday";15.7;0;1.5;0
"20045";"6205";2015-08-31 18:12:11;2015-08-31 20:57:11;"Monday";18.2;0;2.75;1
"20046";"6205";2015-09-01 05:12:11;2015-09-01 07:27:11;"Tuesday";5.2;0;2.25;0
"20048";"6205";2015-09-01 08:27:11;2015-09-01 08:42:11;"Tuesday";8.45;0;0.25;0
"20050";"6205";2015-09-01 09:57:11;2015-09-01 14:57:11;"Tuesday";9.95;0;5;0
"20052";"6205";2015-09-01 16:42:11;2015-09-01 20:57:11;"Tuesday";16.7;0;4.25;1
"20053";"6205";2015-09-02 05:12:11;2015-09-02 09:12:11;"Wednesday";5.2;0;4;0
"20055";"6205";2015-09-02 12:12:11;2015-09-02 12:27:11;"Wednesday";12.2;0;0.25;0
"20057";"6205";2015-09-02 16:42:11;2015-09-02 16:57:11;"Wednesday";16.7;0;0.25;0
"20059";"6205";2015-09-02 17:57:11;2015-09-02 20:57:11;"Wednesday";17.95;0;3;1
"20060";"6205";2015-09-03 05:12:11;2015-09-03 09:12:11;"Thursday";5.2;0;4;0
"20062";"6205";2015-09-03 09:57:11;2015-09-03 10:42:11;"Thursday";9.95;0;0.75;0
"20064";"6205";2015-09-03 11:42:11;2015-09-03 12:27:11;"Thursday";11.7;0;0.75;0
"20066";"6205";2015-09-03 16:12:11;2015-09-03 16:27:11;"Thursday";16.2;0;0.25;0
"20068";"6205";2015-09-03 17:27:11;2015-09-03 20:57:11;"Thursday";17.45;0;3.5;1
"20069";"6205";2015-09-04 05:12:11;2015-09-04 09:57:11;"Friday";5.2;0;4.75;0
"20071";"6205";2015-09-04 10:27:11;2015-09-04 10:57:11;"Friday";10.45;0;0.5;0
"20073";"6205";2015-09-04 12:27:11;2015-09-04 12:42:11;"Friday";12.45;0;0.25;0
"20075";"6205";2015-09-04 14:12:11;2015-09-04 14:42:11;"Friday";14.2;0;0.5;0
"20077";"6205";2015-09-04 15:57:11;2015-09-04 20:57:11;"Friday";15.95;0;5;1
"20080";"6205";2015-09-07 05:12:11;2015-09-07 20:57:11;"Monday";5.2;0;15.75;1
"20081";"6205";2015-09-08 05:12:11;2015-09-08 07:12:11;"Tuesday";5.2;0;2;0
"20083";"6205";2015-09-08 09:27:11;2015-09-08 12:27:11;"Tuesday";9.45;0;3;0
"20085";"6205";2015-09-08 14:27:11;2015-09-08 20:57:11;"Tuesday";14.45;0;6.5;1
"20086";"6205";2015-09-09 05:12:11;2015-09-09 12:12:11;"Wednesday";5.2;0;7;0
"20088";"6205";2015-09-09 13:27:11;2015-09-09 13:57:11;"Wednesday";13.45;0;0.5;0
"20090";"6205";2015-09-09 14:42:11;2015-09-09 14:57:11;"Wednesday";14.7;0;0.25;0
"20092";"6205";2015-09-09 15:42:11;2015-09-09 20:57:11;"Wednesday";15.7;0;5.25;1
"20093";"6205";2015-09-10 05:12:11;2015-09-10 08:57:11;"Thursday";5.2;0;3.75;0
"20095";"6205";2015-09-10 10:27:11;2015-09-10 12:12:11;"Thursday";10.45;0;1.75;0
"20097";"6205";2015-09-10 12:42:11;2015-09-10 12:57:11;"Thursday";12.7;0;0.25;0
"20099";"6205";2015-09-10 13:42:11;2015-09-10 14:12:11;"Thursday";13.7;0;0.5;0
"20101";"6205";2015-09-10 15:42:11;2015-09-10 15:57:11;"Thursday";15.7;0;0.25;0
"20103";"6205";2015-09-10 16:57:11;2015-09-10 20:57:11;"Thursday";16.95;0;4;1
"20104";"6205";2015-09-11 05:12:11;2015-09-11 08:57:11;"Friday";5.2;0;3.75;0
"20106";"6205";2015-09-11 10:12:11;2015-09-11 12:42:11;"Friday";10.2;0;2.5;0
"20108";"6205";2015-09-11 13:42:11;2015-09-11 14:12:11;"Friday";13.7;0;0.5;0
"20110";"6205";2015-09-11 15:27:11;2015-09-11 16:27:11;"Friday";15.45;0;1;0
"20112";"6205";2015-09-11 17:27:11;2015-09-11 20:57:11;"Friday";17.45;0;3.5;1
"20115";"6205";2015-09-14 05:12:11;2015-09-14 08:57:11;"Monday";5.2;0;3.75;0
"20117";"6205";2015-09-14 09:57:11;2015-09-14 10:27:11;"Monday";9.95;0;0.5;0
"20119";"6205";2015-09-14 12:12:11;2015-09-14 12:42:11;"Monday";12.2;0;0.5;0
"20121";"6205";2015-09-14 13:57:11;2015-09-14 14:27:11;"Monday";13.95;0;0.5;0
"20123";"6205";2015-09-14 14:57:11;2015-09-14 15:12:11;"Monday";14.95;0;0.25;0
"20125";"6205";2015-09-14 15:57:11;2015-09-14 20:57:11;"Monday";15.95;0;5;1
"20126";"6205";2015-09-15 05:12:11;2015-09-15 07:27:11;"Tuesday";5.2;0;2.25;0
"20128";"6205";2015-09-15 07:57:11;2015-09-15 08:57:11;"Tuesday";7.95;0;1;0
"20130";"6205";2015-09-15 09:27:11;2015-09-15 11:12:11;"Tuesday";9.45;0;1.75;0
"20132";"6205";2015-09-15 13:42:11;2015-09-15 20:57:11;"Tuesday";13.7;0;7.25;1
"20133";"6205";2015-09-16 05:12:11;2015-09-16 08:57:11;"Wednesday";5.2;0;3.75;0
"20135";"6205";2015-09-16 10:12:11;2015-09-16 10:27:11;"Wednesday";10.2;0;0.25;0
"20137";"6205";2015-09-16 13:42:11;2015-09-16 20:57:11;"Wednesday";13.7;0;7.25;1
"20138";"6205";2015-09-17 05:12:11;2015-09-17 08:57:11;"Thursday";5.2;0;3.75;0
"20140";"6205";2015-09-17 09:57:11;2015-09-17 10:12:11;"Thursday";9.95;0;0.25;0
"20142";"6205";2015-09-17 10:42:11;2015-09-17 10:57:11;"Thursday";10.7;0;0.25;0
"20144";"6205";2015-09-17 11:42:11;2015-09-17 11:57:11;"Thursday";11.7;0;0.25;0
"20146";"6205";2015-09-17 13:27:11;2015-09-17 15:42:11;"Thursday";13.45;0;2.25;0
"20148";"6205";2015-09-17 16:12:11;2015-09-17 16:27:11;"Thursday";16.2;0;0.25;0
"20150";"6205";2015-09-17 16:57:11;2015-09-17 17:12:11;"Thursday";16.95;0;0.25;0
"20152";"6205";2015-09-17 17:42:11;2015-09-17 17:57:11;"Thursday";17.7;0;0.25;0
"20154";"6205";2015-09-17 18:27:11;2015-09-17 20:57:11;"Thursday";18.45;0;2.5;1
"20155";"6205";2015-09-18 05:12:11;2015-09-18 08:42:11;"Friday";5.2;0;3.5;0
"20157";"6205";2015-09-18 09:42:11;2015-09-18 12:42:11;"Friday";9.7;0;3;0
"20159";"6205";2015-09-18 13:57:11;2015-09-18 14:12:11;"Friday";13.95;0;0.25;0
"20161";"6205";2015-09-18 15:57:11;2015-09-18 16:57:11;"Friday";15.95;0;1;0
"20163";"6205";2015-09-18 18:42:11;2015-09-18 20:57:11;"Friday";18.7;0;2.25;1
"20166";"6205";2015-09-21 05:12:11;2015-09-21 08:42:11;"Monday";5.2;0;3.5;0
"20168";"6205";2015-09-21 09:57:11;2015-09-21 10:12:11;"Monday";9.95;0;0.25;0
"20170";"6205";2015-09-21 12:12:11;2015-09-21 12:27:11;"Monday";12.2;0;0.25;0
"20172";"6205";2015-09-21 12:57:11;2015-09-21 13:12:11;"Monday";12.95;0;0.25;0
"20174";"6205";2015-09-21 15:57:11;2015-09-21 20:57:11;"Monday";15.95;0;5;1
"20175";"6205";2015-09-22 05:12:11;2015-09-22 07:12:11;"Tuesday";5.2;0;2;0
"20177";"6205";2015-09-22 07:57:11;2015-09-22 08:42:11;"Tuesday";7.95;0;0.75;0
"20179";"6205";2015-09-22 09:12:11;2015-09-22 09:27:11;"Tuesday";9.2;0;0.25;0
"20181";"6205";2015-09-22 11:57:11;2015-09-22 12:12:11;"Tuesday";11.95;0;0.25;0
"20183";"6205";2015-09-22 14:42:11;2015-09-22 14:57:11;"Tuesday";14.7;0;0.25;0
"20185";"6205";2015-09-22 15:42:11;2015-09-22 15:57:11;"Tuesday";15.7;0;0.25;0
"20187";"6205";2015-09-22 16:27:11;2015-09-22 16:42:11;"Tuesday";16.45;0;0.25;0
"20189";"6205";2015-09-22 17:42:11;2015-09-22 17:57:11;"Tuesday";17.7;0;0.25;0
"20191";"6205";2015-09-22 18:27:11;2015-09-22 20:57:11;"Tuesday";18.45;0;2.5;1
"20192";"6205";2015-09-23 05:12:11;2015-09-23 09:57:11;"Wednesday";5.2;0;4.75;0
"20194";"6205";2015-09-23 14:12:11;2015-09-23 20:57:11;"Wednesday";14.2;0;6.75;1
"20195";"6205";2015-09-24 05:12:11;2015-09-24 06:27:11;"Thursday";5.2;0;1.25;0
"20197";"6205";2015-09-24 06:57:11;2015-09-24 08:42:11;"Thursday";6.95;0;1.75;0
"20199";"6205";2015-09-24 09:12:11;2015-09-24 09:27:11;"Thursday";9.2;0;0.25;0
"20201";"6205";2015-09-24 09:57:11;2015-09-24 12:42:11;"Thursday";9.95;0;2.75;0
"20203";"6205";2015-09-24 17:27:11;2015-09-24 20:57:11;"Thursday";17.45;0;3.5;1
"20204";"6205";2015-09-25 05:12:11;2015-09-25 08:27:11;"Friday";5.2;0;3.25;0
"20206";"6205";2015-09-25 08:57:11;2015-09-25 09:12:11;"Friday";8.95;0;0.25;0
"20208";"6205";2015-09-25 09:42:11;2015-09-25 09:57:11;"Friday";9.7;0;0.25;0
"20210";"6205";2015-09-25 12:57:11;2015-09-25 13:27:11;"Friday";12.95;0;0.5;0
"20212";"6205";2015-09-25 14:12:11;2015-09-25 14:27:11;"Friday";14.2;0;0.25;0
"20214";"6205";2015-09-25 16:57:11;2015-09-25 20:57:11;"Friday";16.95;0;4;1
"20217";"6205";2015-09-28 05:12:11;2015-09-28 08:42:11;"Monday";5.2;0;3.5;0
"20219";"6205";2015-09-28 10:57:11;2015-09-28 11:12:11;"Monday";10.95;0;0.25;0
"20221";"6205";2015-09-28 12:12:11;2015-09-28 12:27:11;"Monday";12.2;0;0.25;0
"20223";"6205";2015-09-28 15:42:11;2015-09-28 16:12:11;"Monday";15.7;0;0.5;0
"20225";"6205";2015-09-28 16:57:11;2015-09-28 17:12:11;"Monday";16.95;0;0.25;1
"20227";"6207";2015-01-27 18:57:22;2015-01-27 20:57:22;"Tuesday";18.95;0;2;1
"20228";"6207";2015-01-28 05:12:22;2015-01-28 08:27:22;"Wednesday";5.2;0;3.25;0
"20230";"6207";2015-01-28 09:42:22;2015-01-28 09:57:22;"Wednesday";9.7;0;0.25;0
"20232";"6207";2015-01-28 10:42:22;2015-01-28 11:27:22;"Wednesday";10.7;0;0.75;0
"20234";"6207";2015-01-28 12:57:22;2015-01-28 15:12:22;"Wednesday";12.95;0;2.25;0
"20236";"6207";2015-01-28 16:42:22;2015-01-28 16:57:22;"Wednesday";16.7;0;0.25;0
"20238";"6207";2015-01-28 17:27:22;2015-01-28 19:12:22;"Wednesday";17.45;0;1.75;0
"20240";"6207";2015-01-28 19:42:22;2015-01-28 20:57:22;"Wednesday";19.7;0;1.25;1
"20241";"6207";2015-01-29 05:12:22;2015-01-29 08:42:22;"Thursday";5.2;0;3.5;0
"20243";"6207";2015-01-29 09:57:22;2015-01-29 11:42:22;"Thursday";9.95;0;1.75;0
"20245";"6207";2015-01-29 12:27:22;2015-01-29 12:42:22;"Thursday";12.45;0;0.25;0
"20247";"6207";2015-01-29 13:57:22;2015-01-29 15:57:22;"Thursday";13.95;0;2;0
"20249";"6207";2015-01-29 18:57:22;2015-01-29 20:57:22;"Thursday";18.95;0;2;1
"20250";"6207";2015-01-30 05:12:22;2015-01-30 11:42:22;"Friday";5.2;0;6.5;0
"20252";"6207";2015-01-30 13:42:22;2015-01-30 16:42:22;"Friday";13.7;0;3;0
"20254";"6207";2015-01-30 17:57:22;2015-01-30 18:27:22;"Friday";17.95;0;0.5;0
"20256";"6207";2015-01-30 18:57:22;2015-01-30 20:57:22;"Friday";18.95;0;2;1
"20259";"6207";2015-02-02 05:12:22;2015-02-02 11:42:22;"Monday";5.2;0;6.5;0
"20261";"6207";2015-02-02 12:27:22;2015-02-02 12:57:22;"Monday";12.45;0;0.5;0
"20263";"6207";2015-02-02 15:42:22;2015-02-02 16:42:22;"Monday";15.7;0;1;0
"20265";"6207";2015-02-02 17:57:22;2015-02-02 18:12:22;"Monday";17.95;0;0.25;0
"20267";"6207";2015-02-02 18:42:22;2015-02-02 19:57:22;"Monday";18.7;0;1.25;0
"20269";"6207";2015-02-02 20:27:22;2015-02-02 20:57:22;"Monday";20.45;0;0.5;1
"20270";"6207";2015-02-03 05:12:22;2015-02-03 07:57:22;"Tuesday";5.2;0;2.75;0
"20272";"6207";2015-02-03 08:42:22;2015-02-03 09:12:22;"Tuesday";8.7;0;0.5;0
"20274";"6207";2015-02-03 09:42:22;2015-02-03 11:12:22;"Tuesday";9.7;0;1.5;0
"20276";"6207";2015-02-03 12:12:22;2015-02-03 14:12:22;"Tuesday";12.2;0;2;0
"20278";"6207";2015-02-03 14:42:22;2015-02-03 17:27:22;"Tuesday";14.7;0;2.75;0
"20280";"6207";2015-02-03 19:42:22;2015-02-03 20:57:22;"Tuesday";19.7;0;1.25;1
"20281";"6207";2015-02-04 05:12:22;2015-02-04 08:57:22;"Wednesday";5.2;0;3.75;0
"20283";"6207";2015-02-04 10:57:22;2015-02-04 11:27:22;"Wednesday";10.95;0;0.5;0
"20285";"6207";2015-02-04 11:57:22;2015-02-04 12:12:22;"Wednesday";11.95;0;0.25;0
"20287";"6207";2015-02-04 12:42:22;2015-02-04 16:42:22;"Wednesday";12.7;0;4;0
"20289";"6207";2015-02-04 17:57:22;2015-02-04 20:57:22;"Wednesday";17.95;0;3;1
"20290";"6207";2015-02-05 05:12:22;2015-02-05 08:42:22;"Thursday";5.2;0;3.5;0
"20292";"6207";2015-02-05 09:57:22;2015-02-05 10:12:22;"Thursday";9.95;0;0.25;0
"20294";"6207";2015-02-05 11:27:22;2015-02-05 11:57:22;"Thursday";11.45;0;0.5;0
"20296";"6207";2015-02-05 13:42:22;2015-02-05 16:27:22;"Thursday";13.7;0;2.75;0
"20298";"6207";2015-02-05 16:57:22;2015-02-05 20:57:22;"Thursday";16.95;0;4;1
"20299";"6207";2015-02-06 05:12:22;2015-02-06 11:27:22;"Friday";5.2;0;6.25;0
"20301";"6207";2015-02-06 12:57:22;2015-02-06 13:12:22;"Friday";12.95;0;0.25;0
"20303";"6207";2015-02-06 14:42:22;2015-02-06 15:27:22;"Friday";14.7;0;0.75;0
"20305";"6207";2015-02-06 15:57:22;2015-02-06 16:27:22;"Friday";15.95;0;0.5;0
"20307";"6207";2015-02-06 16:57:22;2015-02-06 17:42:22;"Friday";16.95;0;0.75;0
"20309";"6207";2015-02-06 18:12:22;2015-02-06 20:57:22;"Friday";18.2;0;2.75;1
"20312";"6207";2015-02-09 05:12:22;2015-02-09 09:27:22;"Monday";5.2;0;4.25;0
"20314";"6207";2015-02-09 10:12:22;2015-02-09 11:57:22;"Monday";10.2;0;1.75;0
"20316";"6207";2015-02-09 12:57:22;2015-02-09 14:57:22;"Monday";12.95;0;2;0
"20318";"6207";2015-02-09 15:27:22;2015-02-09 17:12:22;"Monday";15.45;0;1.75;0
"20320";"6207";2015-02-09 18:12:22;2015-02-09 18:57:22;"Monday";18.2;0;0.75;0
"20322";"6207";2015-02-09 19:27:22;2015-02-09 20:57:22;"Monday";19.45;0;1.5;1
"20323";"6207";2015-02-10 05:12:22;2015-02-10 08:27:22;"Tuesday";5.2;0;3.25;0
"20325";"6207";2015-02-10 11:12:22;2015-02-10 11:42:22;"Tuesday";11.2;0;0.5;0
"20327";"6207";2015-02-10 12:42:22;2015-02-10 13:12:22;"Tuesday";12.7;0;0.5;0
"20329";"6207";2015-02-10 14:12:22;2015-02-10 14:27:22;"Tuesday";14.2;0;0.25;0
"20331";"6207";2015-02-10 14:57:22;2015-02-10 17:27:22;"Tuesday";14.95;0;2.5;0
"20333";"6207";2015-02-10 18:12:22;2015-02-10 18:42:22;"Tuesday";18.2;0;0.5;0
"20335";"6207";2015-02-10 19:42:22;2015-02-10 20:57:22;"Tuesday";19.7;0;1.25;1
"20336";"6207";2015-02-11 05:12:22;2015-02-11 08:42:22;"Wednesday";5.2;0;3.5;0
"20338";"6207";2015-02-11 09:12:22;2015-02-11 09:42:22;"Wednesday";9.2;0;0.5;0
"20340";"6207";2015-02-11 11:27:22;2015-02-11 11:57:22;"Wednesday";11.45;0;0.5;0
"20342";"6207";2015-02-11 12:27:22;2015-02-11 12:57:22;"Wednesday";12.45;0;0.5;0
"20344";"6207";2015-02-11 13:27:22;2015-02-11 14:42:22;"Wednesday";13.45;0;1.25;0
"20346";"6207";2015-02-11 15:42:22;2015-02-11 16:42:22;"Wednesday";15.7;0;1;0
"20348";"6207";2015-02-11 18:12:22;2015-02-11 18:42:22;"Wednesday";18.2;0;0.5;0
"20350";"6207";2015-02-11 19:12:22;2015-02-11 19:27:22;"Wednesday";19.2;0;0.25;0
"20352";"6207";2015-02-11 19:57:22;2015-02-11 20:57:22;"Wednesday";19.95;0;1;1
"20353";"6207";2015-02-12 05:12:22;2015-02-12 10:12:22;"Thursday";5.2;0;5;0
"20355";"6207";2015-02-12 11:57:22;2015-02-12 12:12:22;"Thursday";11.95;0;0.25;0
"20357";"6207";2015-02-12 12:42:22;2015-02-12 12:57:22;"Thursday";12.7;0;0.25;0
"20359";"6207";2015-02-12 18:12:22;2015-02-12 19:27:22;"Thursday";18.2;0;1.25;0
"20361";"6207";2015-02-12 19:57:22;2015-02-12 20:57:22;"Thursday";19.95;0;1;1
"20362";"6207";2015-02-13 05:12:22;2015-02-13 12:42:22;"Friday";5.2;0;7.5;0
"20364";"6207";2015-02-13 13:42:22;2015-02-13 16:27:22;"Friday";13.7;0;2.75;0
"20366";"6207";2015-02-13 17:57:22;2015-02-13 18:12:22;"Friday";17.95;0;0.25;0
"20368";"6207";2015-02-13 18:42:22;2015-02-13 20:57:22;"Friday";18.7;0;2.25;1
"20371";"6207";2015-02-16 05:12:22;2015-02-16 20:57:22;"Monday";5.2;0;15.75;1
"20372";"6207";2015-02-17 05:12:22;2015-02-17 08:12:22;"Tuesday";5.2;0;3;0
"20374";"6207";2015-02-17 10:12:22;2015-02-17 10:42:22;"Tuesday";10.2;0;0.5;0
"20376";"6207";2015-02-17 11:12:22;2015-02-17 11:27:22;"Tuesday";11.2;0;0.25;0
"20378";"6207";2015-02-17 11:57:22;2015-02-17 12:57:22;"Tuesday";11.95;0;1;0
"20380";"6207";2015-02-17 13:27:22;2015-02-17 15:42:22;"Tuesday";13.45;0;2.25;0
"20382";"6207";2015-02-17 16:57:22;2015-02-17 18:27:22;"Tuesday";16.95;0;1.5;0
"20384";"6207";2015-02-17 18:57:22;2015-02-17 19:57:22;"Tuesday";18.95;0;1;0
"20386";"6207";2015-02-18 05:12:22;2015-02-18 08:42:22;"Wednesday";5.2;0;3.5;0
"20388";"6207";2015-02-18 09:27:22;2015-02-18 10:12:22;"Wednesday";9.45;0;0.75;0
"20390";"6207";2015-02-18 10:57:22;2015-02-18 12:42:22;"Wednesday";10.95;0;1.75;0
"20392";"6207";2015-02-18 13:12:22;2015-02-18 15:57:22;"Wednesday";13.2;0;2.75;0
"20394";"6207";2015-02-18 17:42:22;2015-02-18 17:57:22;"Wednesday";17.7;0;0.25;0
"20396";"6207";2015-02-18 18:42:22;2015-02-18 20:57:22;"Wednesday";18.7;0;2.25;1
"20397";"6207";2015-02-19 05:12:22;2015-02-19 20:57:22;"Thursday";5.2;0;15.75;1
"20398";"6207";2015-02-20 05:12:22;2015-02-20 09:57:22;"Friday";5.2;0;4.75;0
"20400";"6207";2015-02-20 10:27:22;2015-02-20 11:42:22;"Friday";10.45;0;1.25;0
"20402";"6207";2015-02-20 12:27:22;2015-02-20 12:57:22;"Friday";12.45;0;0.5;0
"20404";"6207";2015-02-20 13:57:22;2015-02-20 17:57:22;"Friday";13.95;0;4;0
"20406";"6207";2015-02-20 18:27:22;2015-02-20 18:42:22;"Friday";18.45;0;0.25;0
"20408";"6207";2015-02-20 19:12:22;2015-02-20 19:42:22;"Friday";19.2;0;0.5;0
"20410";"6207";2015-02-20 20:12:22;2015-02-20 20:57:22;"Friday";20.2;0;0.75;1
"20413";"6207";2015-02-23 05:12:22;2015-02-23 20:57:22;"Monday";5.2;0;15.75;1
"20414";"6207";2015-02-24 05:12:22;2015-02-24 08:42:22;"Tuesday";5.2;0;3.5;0
"20416";"6207";2015-02-24 09:57:22;2015-02-24 11:12:22;"Tuesday";9.95;0;1.25;0
"20418";"6207";2015-02-24 14:42:22;2015-02-24 17:27:22;"Tuesday";14.7;0;2.75;0
"20420";"6207";2015-02-24 19:57:22;2015-02-24 20:57:22;"Tuesday";19.95;0;1;1
"20421";"6207";2015-02-25 05:12:22;2015-02-25 09:12:22;"Wednesday";5.2;0;4;0
"20423";"6207";2015-02-25 09:42:22;2015-02-25 11:57:22;"Wednesday";9.7;0;2.25;0
"20425";"6207";2015-02-25 13:12:22;2015-02-25 15:27:22;"Wednesday";13.2;0;2.25;0
"20427";"6207";2015-02-25 15:57:22;2015-02-25 17:12:22;"Wednesday";15.95;0;1.25;0
"20429";"6207";2015-02-25 17:42:22;2015-02-25 17:57:22;"Wednesday";17.7;0;0.25;0
"20431";"6207";2015-02-25 18:42:22;2015-02-25 18:57:22;"Wednesday";18.7;0;0.25;0
"20433";"6207";2015-02-25 19:42:22;2015-02-25 20:57:22;"Wednesday";19.7;0;1.25;1
"20434";"6207";2015-02-26 05:12:22;2015-02-26 09:57:22;"Thursday";5.2;0;4.75;0
